1, 1, 9.61, 101.04, 0.55, 0.98, 971, 0, 2, 4, yes, 1
2, 1, 9.95, 101.41, 0.56, 0.97, 1009, 0, 2, 4, yes, 1
3, 1, 9.95, 84.72, 0.46, 0.98, 843, 0, 2, 4, yes, 1
4, 1, 9.95, 92.46, 0.51, 0.97, 920, 0, 2, 4, yes, 1
5, 1, 9.96, 81.83, 0.45, 0.98, 815, 0, 2, 4, yes, 1
6, 1, 9.92, 95.67, 0.52, 0.98, 949, 0, 2, 4, yes, 1
7, 1, 9.94, 89.74, 0.49, 0.97, 892, 0, 2, 4, yes, 1
8, 1, 9.96, 100.40, 0.55, 0.97, 1000, 0, 2, 4, yes, 1
9, 1, 9.95, 96.58, 0.53, 0.98, 961, 0, 2, 4, yes, 1
10, 1, 9.95, 99.40, 0.55, 0.97, 989, 0, 2, 4, yes, 1
1, 2, 9.95, 133.77, 0.73, 1.95, 1331, 0, 2, 4, yes, 1
2, 2, 9.96, 127.71, 0.70, 1.96, 1272, 0, 2, 4, yes, 1
3, 2, 9.95, 133.07, 0.73, 1.96, 1324, 0, 2, 4, yes, 1
4, 2, 9.95, 123.02, 0.68, 1.96, 1224, 0, 2, 4, yes, 1
5, 2, 9.95, 145.63, 0.80, 1.95, 1449, 0, 2, 4, yes, 1
6, 2, 9.96, 134.24, 0.74, 1.95, 1337, 0, 2, 4, yes, 1
7, 2, 9.94, 140.14, 0.77, 1.94, 1393, 0, 2, 4, yes, 1
8, 2, 9.95, 131.06, 0.72, 1.94, 1304, 0, 2, 4, yes, 1
9, 2, 9.95, 143.52, 0.79, 1.94, 1428, 0, 2, 4, yes, 1
10, 2, 9.95, 147.64, 0.81, 1.94, 1469, 0, 2, 4, yes, 1
1, 5, 9.94, 182.90, 1.00, 4.88, 1818, 0, 2, 4, yes, 1
2, 5, 9.93, 179.66, 0.99, 4.89, 1784, 0, 2, 4, yes, 1
3, 5, 9.93, 183.18, 1.01, 4.88, 1819, 0, 2, 4, yes, 1
4, 5, 9.96, 185.34, 1.02, 4.85, 1846, 0, 2, 4, yes, 1
5, 5, 9.92, 189.21, 1.04, 4.90, 1877, 0, 2, 4, yes, 1
6, 5, 9.93, 192.75, 1.06, 4.90, 1914, 0, 2, 4, yes, 1
7, 5, 9.94, 190.34, 1.04, 4.87, 1892, 0, 2, 4, yes, 1
8, 5, 9.93, 190.43, 1.04, 4.87, 1891, 0, 2, 4, yes, 1
9, 5, 9.94, 189.34, 1.04, 4.87, 1882, 0, 2, 4, yes, 1
10, 5, 9.94, 190.44, 1.05, 4.88, 1893, 0, 2, 4, yes, 1
1, 10, 9.92, 215.83, 1.18, 9.85, 2141, 0, 2, 4, yes, 1
2, 10, 9.93, 217.02, 1.19, 9.87, 2155, 0, 2, 4, yes, 1
3, 10, 9.93, 223.67, 1.23, 9.53, 2221, 0, 2, 4, yes, 1
4, 10, 9.96, 212.95, 1.17, 9.88, 2121, 0, 2, 4, yes, 1
5, 10, 9.90, 219.29, 1.20, 9.89, 2171, 0, 2, 4, yes, 1
6, 10, 9.93, 217.42, 1.19, 9.88, 2160, 0, 2, 4, yes, 1
7, 10, 9.93, 218.43, 1.20, 9.87, 2169, 0, 2, 4, yes, 1
8, 10, 9.96, 213.76, 1.17, 9.88, 2129, 0, 2, 4, yes, 1
9, 10, 9.93, 215.31, 1.18, 9.84, 2138, 0, 2, 4, yes, 1
10, 10, 9.91, 216.95, 1.19, 9.86, 2151, 0, 2, 4, yes, 1
1, 20, 9.78, 220.35, 1.21, 19.70, 2155, 0, 2, 4, yes, 1
2, 20, 9.95, 219.10, 1.20, 19.69, 2180, 0, 2, 4, yes, 1
3, 20, 9.91, 228.56, 1.25, 19.72, 2266, 0, 2, 4, yes, 1
4, 20, 9.92, 233.27, 1.28, 19.76, 2314, 0, 2, 4, yes, 1
5, 20, 9.91, 230.78, 1.27, 19.79, 2287, 0, 2, 4, yes, 1
6, 20, 9.92, 221.67, 1.22, 19.71, 2199, 0, 2, 4, yes, 1
7, 20, 9.91, 228.96, 1.26, 19.77, 2269, 0, 2, 4, yes, 1
8, 20, 9.95, 228.04, 1.25, 19.47, 2269, 0, 2, 4, yes, 1
9, 20, 9.90, 229.80, 1.26, 19.75, 2275, 0, 2, 4, yes, 1
10, 20, 9.94, 228.57, 1.25, 19.73, 2272, 0, 2, 4, yes, 1
1, 30, 9.96, 228.71, 1.26, 29.41, 2278, 0, 2, 4, yes, 1
2, 30, 9.60, 233.65, 1.28, 29.46, 2243, 0, 2, 4, yes, 1
3, 30, 9.91, 239.76, 1.32, 29.50, 2376, 0, 2, 4, yes, 1
4, 30, 10.04, 236.85, 1.30, 29.75, 2378, 0, 2, 4, yes, 1
5, 30, 9.74, 230.39, 1.26, 29.53, 2244, 0, 2, 4, yes, 1
6, 30, 9.92, 232.36, 1.28, 29.59, 2305, 0, 2, 4, yes, 1
7, 30, 9.93, 242.90, 1.33, 29.64, 2412, 0, 2, 4, yes, 1
