1, 1, 9.76, 144.88, 0.80, 0.96, 1414, 0, 2, 4, yes, 1
2, 1, 9.98, 155.11, 0.85, 0.93, 1548, 0, 2, 4, yes, 1
3, 1, 9.93, 134.44, 0.74, 0.95, 1335, 0, 2, 4, yes, 1
4, 1, 9.96, 144.88, 0.80, 0.94, 1443, 0, 2, 4, yes, 1
5, 1, 9.98, 141.98, 0.78, 0.95, 1417, 0, 2, 4, yes, 1
6, 1, 9.95, 141.91, 0.78, 0.96, 1412, 0, 2, 4, yes, 1
7, 1, 9.98, 155.21, 0.85, 0.95, 1549, 0, 2, 4, yes, 1
8, 1, 9.95, 152.36, 0.84, 0.94, 1516, 0, 2, 4, yes, 1
9, 1, 9.97, 154.96, 0.85, 0.94, 1545, 0, 2, 4, yes, 1
10, 1, 9.95, 139.70, 0.77, 0.95, 1390, 0, 2, 4, yes, 1
1, 2, 9.93, 198.39, 1.09, 1.90, 1970, 0, 2, 4, yes, 1
2, 2, 9.97, 198.19, 1.09, 1.88, 1976, 0, 2, 4, yes, 1
3, 2, 9.95, 201.51, 1.11, 1.88, 2005, 0, 2, 4, yes, 1
4, 2, 9.97, 171.31, 0.94, 1.93, 1708, 0, 2, 4, yes, 1
5, 2, 9.95, 183.72, 1.01, 1.93, 1828, 0, 2, 4, yes, 1
6, 2, 9.95, 182.11, 1.00, 1.93, 1812, 0, 2, 4, yes, 1
7, 2, 9.96, 194.98, 1.07, 1.88, 1942, 0, 2, 4, yes, 1
8, 2, 9.94, 191.45, 1.05, 1.88, 1903, 0, 2, 4, yes, 1
9, 2, 9.98, 190.98, 1.05, 1.92, 1906, 0, 2, 4, yes, 1
10, 2, 9.94, 197.99, 1.09, 1.90, 1968, 0, 2, 4, yes, 1
1, 5, 10.00, 223.40, 1.23, 4.90, 2234, 0, 2, 4, yes, 1
2, 5, 9.90, 236.77, 1.30, 4.87, 2344, 0, 2, 4, yes, 1
3, 5, 9.94, 241.95, 1.33, 4.86, 2405, 0, 2, 4, yes, 1
4, 5, 9.95, 226.23, 1.24, 4.83, 2251, 0, 2, 4, yes, 1
